Date,Hour,ARIMA,UCM,ML
2005-03-07,11,962.3942525915346,843.9409051840631,1324.2080015893232
2005-03-07,12,939.7384054865178,824.0793834659177,1249.1090351256762
2005-03-07,13,958.835643605694,843.7679085782373,1289.698442313554
2005-03-07,14,955.2655370818954,834.5163149727671,1239.0473149894408
2005-03-07,15,944.4767011198682,821.4089347075279,1251.806432438795
2005-03-07,16,962.6690400332336,837.4594990435494,1271.9726885416326
2005-03-07,17,985.404482749518,851.9111729065559,1308.794302657218
2005-03-07,18,1042.0465254273806,903.0317145266466,1408.5123715818663
2005-03-07,19,1084.1217705849374,933.3005150214516,1464.001687737446
2005-03-07,20,1111.1776772825403,953.9222441693842,1415.8766944049837
2005-03-07,21,1039.191172467896,868.8244247153456,1265.9784722902582
2005-03-07,22,1005.407754334623,831.7910146543796,1174.0100686620292
2005-03-07,23,1005.5833625015256,820.8355943931696,1133.6775564563534
2005-03-08,0,1013.6283058902308,825.7749576725334,1157.8915246419228
2005-03-08,1,978.8721204257604,786.1395035711937,1123.3393190914007
2005-03-08,2,941.7509738391336,749.2801005046892,1088.787113540879
2005-03-08,3,921.6522240819262,730.2179913308405,1074.7993598734092
2005-03-08,4,907.8711506249105,715.6670204594533,1078.5785073554975
2005-03-08,5,892.0056647831726,698.6565527448852,1086.038642644815
2005-03-08,6,916.8532823119596,722.1966269678624,1127.4620254354973
2005-03-08,7,963.6662877561444,767.0475127301548,1221.891632650276
2005-03-08,8,1097.7749309863011,889.522252787389,1488.8368684305158
2005-03-08,9,1115.579476605525,911.1302999083806,1556.6161239209573
2005-03-08,10,1072.9689769483186,878.9265826524609,1480.2478968803152
2005-03-08,11,1046.0695972204203,853.3954686544864,1426.4073152199137
2005-03-08,12,1022.9219907567366,834.5547104602203,1449.916557348749
2005-03-08,13,1044.7895124251834,855.7532617128808,1453.3030661313994
2005-03-08,14,1042.0197519482783,847.6013114088664,1434.6527279081065
2005-03-08,15,1031.2891542838895,835.4837159718642,1386.8980460889902
2005-03-08,16,1051.870130724578,853.0094440209591,1422.2355290383878
2005-03-08,17,1077.283382705455,868.9296667469728,1443.1631717184198
2005-03-08,18,1139.4212646089477,922.3199106886042,1460.3705627212792
2005-03-08,19,1185.6340671698003,954.4990921515584,1489.9657046913994
2005-03-08,20,1215.404491377087,976.852025734539,1481.9656911903553
2005-03-08,21,1137.3924086073234,890.8307309966845,1362.2967775773438
2005-03-08,22,1100.7308851889654,853.9050149299496,1261.842620318067
2005-03-08,23,1100.853563008861,843.6605725579404,1269.4990749571032
2005-03-09,0,1109.3931029233177,849.7141582293222,1298.4362165754665
2005-03-09,1,1071.2689081826056,809.8283607866734,1312.6884146501654
2005-03-09,2,1030.460035335035,772.6836872221076,1276.8292745745186
2005-03-09,3,1008.0471301508924,753.7990316664075,1207.2831208677649
2005-03-09,4,992.3937283134462,739.5035226231731,1179.0454770887486
2005-03-09,5,974.3784212180516,722.6021925399452,1169.4804992364773
2005-03-09,6,1000.40489189489,747.6129585500413,1209.1122799789562
2005-03-09,7,1050.0288267912026,794.7095803547224,1287.5374768712848
2005-03-09,8,1193.7134580519248,922.3299226072746,1527.2716428817994
2005-03-09,9,1211.3837521675869,945.434117516329,1550.1361317716908
2005-03-09,10,1163.7863273009132,912.6457419241152,1439.0528232483005
2005-03-09,11,1133.0856331711066,886.6984504247564,1407.842795913598
2005-03-09,12,1106.3781986100057,867.6272069053878,1412.758661024925
2005-03-09,13,1127.910207594325,890.1353302448263,1394.3908549500454
2005-03-09,14,1122.8698829375242,882.0725271614266,1343.1743998366878
2005-03-09,15,1109.2232190608895,869.8245324393457,1313.8697465761434
2005-03-09,16,1128.895675463213,888.390738466791,1319.0523640578522
2005-03-09,17,1153.5065542643265,905.2460591157092,1378.515278164164
2005-03-09,18,1216.851115485862,961.1044035239314,1470.6439253978342
2005-03-09,19,1262.9155269505986,994.8244452609656,1539.5422519193746
2005-03-09,20,1291.2784685428624,1018.2549313150148,1596.7034741441034
2005-03-09,21,1205.9059160504632,928.6552738300778,1501.510985399188
2005-03-09,22,1164.2725241336125,890.1746938555566,1352.5107328000602
2005-03-09,23,1161.2973182017342,879.4567921728001,1298.7029689458484
2005-03-10,0,1167.037946983133,885.6771555120404,1272.2933697948145
2005-03-10,1,1124.0285447435022,843.968478331623,1224.2148955691666
2005-03-10,2,1078.379088757482,805.0828264815683,1177.401644349457
2005-03-10,3,1051.9765808581208,785.190469976122,1112.1310222195912
2005-03-10,4,1032.6426879228632,770.0439888947983,1069.0390151349936
2005-03-10,5,1010.92410328019,752.1523653350879,1077.151327349538
2005-03-10,6,1034.5209394545748,777.8400293980546,1106.474731134221
2005-03-10,7,1082.0639404076553,826.4275008049922,1191.319097414776
2005-03-10,8,1225.1493360461202,958.6093995631968,1462.151245568232
2005-03-10,9,1239.1473104659808,982.0244342176724,1530.3244381234852
2005-03-10,10,1186.8948560633933,947.3399008960242,1434.688463851105
2005-03-10,11,1151.9890609808629,919.749286466664,1373.1390858563514
2005-03-10,12,1121.2881007504832,899.2788013354615,1334.6614214992926
2005-03-10,13,1139.1531130372343,921.856140271352,1366.8129708266608
2005-03-10,14,1130.3008668004372,912.7168351518362,1365.324473172616
2005-03-10,15,1112.9075034371008,899.2228322847079,1344.8576304295
2005-03-10,16,1128.7047669377555,917.5366358365558,1378.199977880104
2005-03-10,17,1149.268073803196,934.007030814754,1463.4015835976295
2005-03-10,18,1207.8761090731698,990.6019598188078,1624.099790328309
2005-03-10,19,1249.092152641624,1024.2401965577028,1611.447560268928
2005-03-10,20,1272.6968086194493,1047.1790411294808,1564.7087339319205
2005-03-10,21,1185.1564724326784,953.9178768634888,1461.3697842998586
2005-03-10,22,1140.7413816505336,913.28734210728,1374.6275835103963
2005-03-10,23,1134.1312817592984,901.1702974004528,1329.9726538890516
2005-03-11,0,1136.0160639539029,906.385933752846,1234.9131201788684
2005-03-11,1,1090.9286974554907,862.5717973190939,1196.5558904028544
2005-03-11,2,1043.612816454316,821.7271971236423,1133.364813143652
2005-03-11,3,1015.0658447795644,800.3275364061222,1100.8033186359917
2005-03-11,4,993.4865939059486,783.7946917969023,1090.3007438163688
2005-03-11,5,969.8081500084048,764.4972030776095,1086.7530513187703
2005-03-11,6,989.3685240592812,789.4666139663456,1122.7217356508568
2005-03-11,7,1031.5416611251492,837.5536443456028,1189.2497513978992
2005-03-11,8,1163.685894920299,970.0761443532548,1463.1245870788343
2005-03-11,9,1173.6602581003235,992.2828436472292,1478.1583731082612
2005-03-11,10,1121.4905691413924,955.7883957867224,1400.003761156218
2005-03-11,11,1085.9031353823352,926.5369115424164,1380.1577585706432
2005-03-11,12,1054.5001045943557,904.5248400054136,1320.2684941309876
2005-03-11,13,1068.5883704635166,925.803115243897,1328.4879005115615
2005-03-11,14,1057.861463926245,915.2048105836903,1316.8261786382682
2005-03-11,15,1039.3521249503012,900.2738865668485,1305.7615931259566
2005-03-11,16,1051.7389392494483,917.1811627198152,1360.1361276436023
2005-03-11,17,1068.5726298585816,932.1943756182652,1394.7278857786014
2005-03-11,18,1120.49969958123,987.1458316895468,1457.9259881714624
2005-03-11,19,1156.3327432486692,1019.0884327928736,1496.7749773035796
2005-03-11,20,1175.9850713938256,1040.3081089167792,1552.6247898895338
2005-03-11,21,1093.8325060544691,946.208869218161,1455.2564373811904
2005-03-11,22,1051.5077387561298,904.5308393416512,1349.598427155687
2005-03-11,23,1043.9832453045713,891.1864480745757,1357.8880848728472
2005-03-12,0,1044.354376484961,895.0089815649404,1341.2839669765715
2005-03-12,1,1001.9979666987656,850.4909463806349,1299.456895880901
2005-03-12,2,957.810802413483,809.0416369421266,1223.6296756760262
2005-03-12,3,930.9110671794144,786.8450055088713,1200.3367558443056
2005-03-12,4,910.5089582417312,769.5064979012105,1162.5170688057055
2005-03-12,5,888.3359832420512,749.5240798899755,1127.5776890581249
2005-03-12,6,905.6155004687909,772.9567384480663,1135.8429186758322
2005-03-12,7,943.5337066272064,818.952321750061,1162.016145798572
2005-03-12,8,1063.2020925462064,947.3054139810046,1254.3112098629697
2005-03-12,9,1072.0451050104118,967.7703527606758,1284.617051794563
2005-03-12,10,1024.63466941041,931.0358712339204,1261.95028572176
2005-03-12,11,992.3923164102736,901.469739432323,1272.8453611269192
2005-03-12,12,964.0598777742636,879.0414449792443,1290.2524356248182
2005-03-12,13,977.1542920174604,898.7217991668027,1306.031510349532
2005-03-12,14,967.830501925241,887.4844438891403,1324.565661613481
2005-03-12,15,951.540268976878,872.1106839884923,1233.522905066918
2005-03-12,16,963.4608800374664,887.6175567316476,1256.4401326432885
2005-03-12,17,979.565372245694,901.3032560396292,1306.7828948602323
2005-03-12,18,1027.7917607738293,953.5861862991726,1369.648732255521
2005-03-12,19,1061.546663665215,983.6162378675918,1415.357956656478
2005-03-12,20,1080.7251584352678,1003.3039045515872,1413.9804183868605
2005-03-12,21,1007.007667556058,911.8769407767036,1410.2234958333568
2005-03-12,22,969.6543810261657,871.1114981484508,1335.711198522208
2005-03-12,23,964.2190723397888,857.7149042595142,1336.0868907775582
2005-03-13,0,966.126929170972,860.8927377154935,1422.4346086744697
2005-03-13,1,928.809063321431,817.6401685149642,1367.6949244998125
2005-03-13,2,889.7536589064254,777.4244535914746,1312.4237870807406
2005-03-13,3,866.6135405062836,755.7802344949318,1251.705253906424
2005-03-13,4,849.4822887819477,738.8599199920232,1220.4823757970928
2005-03-13,5,830.7115990426755,719.4548956046659,1146.8761014457332
2005-03-13,6,848.6589564268113,741.7647732729637,1139.170029401728
2005-03-13,7,886.0124185846614,785.7559706635355,1146.2117848902155
2005-03-13,8,1000.0030993277148,908.787361767619,1156.3093965340845
2005-03-13,9,1010.7950162585682,928.3526353444918,1193.776850265282
2005-03-13,10,968.8921022369896,893.101326081196,1249.5794409287676
2005-03-13,11,941.1126139303832,864.7775345894402,1284.389628437894
2005-03-13,12,916.9334527297048,843.3478912949915,1245.3278149734545
2005-03-13,13,931.9221035828874,862.3668064727434,1257.152649661669
2005-03-13,14,925.752554407017,851.7691967836588,1219.2866059971611
2005-03-13,15,912.9582150787794,837.2442282908055,1229.38421764103
2005-03-13,16,927.0982084394648,852.4140431085204,1223.4053686413706
2005-03-13,17,945.3764544068836,865.8933202549675,1219.020879374954
2005-03-13,18,994.686725045562,916.529572955092,1258.348419461601
2005-03-13,19,1030.3768646358253,945.8654834990732,1292.3614271041065
2005-03-13,20,1052.2241485195984,965.332921895302,1326.9058879910262
2005-03-13,21,984.0932721507976,877.9003258442538,1220.3495124859894
2005-03-13,22,950.9317815281807,839.2090302270269,1187.0008213990016
2005-03-13,23,948.7579702607158,826.8932498277034,1227.9227212188912
2005-03-14,0,953.7824472968584,830.5922038415698,1151.02249381807
2005-03-14,1,920.2501585677672,789.5054007106459,1121.6182567808175
2005-03-14,2,884.7695629792228,751.3225636321753,1071.491232392258
2005-03-14,3,864.8136561962518,731.071504741676,1015.1452849113624
2005-03-14,4,850.690508106587,715.3897559052388,988.1409678594074
2005-03-14,5,834.8236661972185,697.3006492140643,978.0404350517208
2005-03-14,6,855.609170219603,719.6769427974634,1020.6964041817026
2005-03-14,7,896.0092895290236,763.1893868771883,1074.997202457736
2005-03-14,8,1013.8439790328348,883.6857655578498,1334.5642005197276
2005-03-14,9,1028.1194525920423,903.767076492359,1331.892985231745
2005-03-14,10,989.034233041662,870.4995272264849,1294.7881353721027
2005-03-14,11,964.0114798942147,843.9409051840654,1290.8647879178775
2005-03-14,12,942.4539419012784,824.0793834659185,1217.6567939315885
2005-03-14,13,960.825234771386,843.7679085782373,1257.2241703848392
2005-03-14,14,957.5266445322526,834.5163149727679,1207.848425296025
2005-03-14,15,947.3257327922043,821.4089347075287,1220.2862714806968
2005-03-14,16,964.8492402663722,837.4594990435494,1239.944746490698
2005-03-14,17,986.7065747843412,851.9111729065552,1275.8392019229725
2005-03-14,18,1040.8838316177423,903.0317145266466,1373.0463957622355
2005-03-14,19,1081.0927491099494,933.3005150214516,1427.138505343895
2005-03-14,20,1106.9771115115414,953.922244169386,1380.2252868486903
2005-03-14,21,1038.6180569462178,868.8244247153478,1234.1014630482348
2005-03-14,22,1006.538831474392,831.7910146543804,1144.448799945299
2005-03-14,23,1006.8640825391856,820.8355943931703,1105.131849925296
2005-03-15,0,1014.7084935485004,825.7749576725342,1006.8781459185768
2005-03-15,1,981.6509550621164,786.1395035711951,976.8322738124948
2005-03-15,2,946.2639098440644,749.2801005046905,946.7864017064136
2005-03-15,3,927.144416932378,730.2179913308412,934.6229449589232
2005-03-15,4,914.069626995154,715.6670204594539,937.9092122205255
2005-03-15,5,898.9788589154041,698.6565527448852,944.3963891525206
2005-03-15,6,923.0104192969636,722.1966269678618,980.4172926433343
2005-03-15,7,968.0820435568718,767.0475127301528,1062.531295387796
2005-03-15,8,1096.3954077824276,889.5222527873875,1294.6612646846395
2005-03-15,9,1113.546491430067,911.1302999083814,1353.6006814154618
2005-03-15,10,1073.1250089198145,878.9265826524617,1287.192475453725
2005-03-15,11,1047.629891712779,853.3954686544887,1240.3738366747875
2005-03-15,12,1025.6841186246827,834.5547104602211,1260.8169797696928
2005-03-15,13,1046.773150820412,855.7532617128808,1263.7618166664536
2005-03-15,14,1044.3076780467854,847.6013114088672,1247.5438743364664
2005-03-15,15,1034.2257513529546,835.4837159718642,1206.017406212578
2005-03-15,16,1054.0868257179775,853.0094440209599,1236.7461390483436
2005-03-15,17,1078.5510141880943,868.9296667469713,1254.9443774944134
2005-03-15,18,1138.0108247670148,922.3199106886034,1269.9075632336069
2005-03-15,19,1182.1969671824254,954.4990921515576,1295.6428769835602
2005-03-15,20,1210.6970647634266,976.8520257345408,1288.6862332999078
2005-03-15,21,1136.640366061506,890.8307309966868,1184.6246599154567
2005-03-15,22,1101.841303512066,853.9050149299503,1097.271835010453
2005-03-15,23,1102.1318099069508,843.6605725579411,1103.9297271248688
2005-03-16,0,1110.4571765607827,849.714158229323,1050.7449563270302
2005-03-16,1,1074.1876168946883,809.8283607866749,1062.2783878906234
2005-03-16,2,1035.2708415053014,772.6836872221082,1033.259780667786
2005-03-16,3,1013.925661678988,753.7990316664075,976.9803352037288
2005-03-16,4,999.0406676629964,739.5035226231731,954.129338442706
2005-03-16,5,981.8662327589502,722.6021925399452,946.3889873131288
2005-03-16,6,1007.0013726570884,747.6129585500407,978.4605617145642
2005-03-16,7,1054.7313214705785,794.709580354721,1041.9252733666356
2005-03-16,8,1192.1406300496812,922.329922607273,1235.9274604430111
2005-03-16,9,1209.1106643113558,945.43411751633,1254.4302918284548
2005-03-16,10,1163.8804827288402,912.645741924116,1164.5373693475085
2005-03-16,11,1134.695413511865,886.6984504247588,1139.2810045063777
2005-03-16,12,1109.2811260818,867.6272069053878,1143.2591132542482
2005-03-16,13,1129.9744651774974,890.1353302448255,1128.3951720412751
2005-03-16,14,1125.2589453957985,882.0725271614274,1086.9488297378816
2005-03-16,15,1112.303951773564,869.8245324393457,1063.2343675122047
2005-03-16,16,1131.203707702303,888.390738466791,1067.4283426262386
2005-03-16,17,1154.8010670884214,905.2460591157068,1115.5480394493154
2005-03-16,18,1215.3009019076349,961.1044035239296,1190.1021147117294
2005-03-16,19,1259.2253971230214,994.8244452609648,1245.8573132865326
2005-03-16,20,1286.258385434992,1018.2549313150156,1292.1143917501413
2005-03-16,21,1205.0670563993297,928.6552738300796,1215.0809370820782
2005-03-16,22,1165.3958031095196,890.1746938555566,1094.5041525536042
2005-03-16,23,1162.5953304954337,879.4567921728001,1050.960822693194
2005-03-17,0,1168.1100492349508,885.677155512041,1004.451635912244
2005-03-17,1,1127.0337343321514,843.9684783316237,966.494586669816
2005-03-17,2,1083.3460102519416,805.0828264815683,929.5364071442935
2005-03-17,3,1058.0384865014898,785.190469976122,878.006481160378
2005-03-17,4,1039.4830215328268,770.0439888947983,843.986153743403
2005-03-17,5,1018.612660721424,752.1523653350879,850.3906713400356
2005-03-17,6,1041.2693083111965,777.840029398054,873.5409459553865
2005-03-17,7,1086.8502281329722,826.42750080499,940.5239740302598
2005-03-17,8,1223.5167914137176,958.6093995631944,1154.3408504903157
2005-03-17,9,1236.8095644850798,982.0244342176724,1208.162301118898
2005-03-17,10,1186.9643880050548,947.3399008960242,1132.6595019292383
2005-03-17,11,1153.590673161263,919.7492864666648,1084.0674280538697
2005-03-17,12,1124.187973701019,899.2788013354615,1053.6900372514929
2005-03-17,13,1141.2021944675378,921.856140271352,1079.0730794693395
2005-03-17,14,1132.6689375473322,912.7168351518362,1077.8979386259207
2005-03-17,15,1115.958238905974,899.2228322847079,1061.739752028912
2005-03-17,16,1130.978050595224,917.536635836555,1088.0629069214938
2005-03-17,17,1150.5308292712898,934.0070308147514,1155.3279687987874
2005-03-17,18,1206.3292723023037,990.601959818806,1282.1961742542842
2005-03-17,19,1245.4487363229111,1024.240196557701,1272.207477085224
2005-03-17,20,1267.764458126978,1047.1790411294817,1235.308054601873
2005-03-17,21,1184.3217932845312,953.9178768634904,1153.7239015475209
2005-03-17,22,1141.820005824624,913.2873421072808,1085.2425688972885
2005-03-17,23,1135.3765682275118,901.1702974004536,1049.9883435947236
2005-03-18,0,1137.0393970563653,906.385933752846,957.7428733335488
2005-03-18,1,1093.813579336021,862.5717973190932,927.9947373242126
2005-03-18,2,1048.3760707293543,821.7271971236423,878.9865901806265
2005-03-18,3,1020.8652487170116,800.3275364061222,853.7333648320416
