Date,Hour,ARIMA,UCM,ML
2005-03-05,17,977,901,1058
2005-03-05,18,1027,954,1108
2005-03-05,19,1063,984,1145
2005-03-05,20,1083,1003,1144
2005-03-05,21,1006,912,1141
2005-03-05,22,967,871,1081
2005-03-05,23,962,858,1081
2005-03-06,0,964,861,1167
2005-03-06,1,925,818,1122
2005-03-06,2,885,777,1077
2005-03-06,3,861,756,1027
2005-03-06,4,843,739,1001
2005-03-06,5,823,719,941
2005-03-06,6,842,742,934
2005-03-06,7,881,786,940
2005-03-06,8,1000,909,949
2005-03-06,9,1012,928,979
2005-03-06,10,968,893,1025
2005-03-06,11,939,865,1054
2005-03-06,12,914,843,1022
2005-03-06,13,930,862,1031
2005-03-06,14,923,852,1000
2005-03-06,15,910,837,1008
2005-03-06,16,925,852,1004
2005-03-06,17,944,866,1000
2005-03-06,18,995,917,1032
2005-03-06,19,1033,946,1060
2005-03-06,20,1056,965,1088
2005-03-06,21,984,878,1001
2005-03-06,22,950,839,974
2005-03-06,23,947,827,1007
2005-03-07,0,952,831,982
2005-03-07,1,917,790,957
2005-03-07,2,880,751,914
2005-03-07,3,859,731,866
2005-03-07,4,845,715,843
2005-03-07,5,828,697,834
2005-03-07,6,850,720,870
2005-03-07,7,892,763,917
2005-03-07,8,1015,884,1138
2005-03-07,9,1030,904,1136
2005-03-07,10,989,870,1104
2005-03-07,11,962,844,1101
2005-03-07,12,940,824,1038
2005-03-07,13,959,844,1072
2005-03-07,14,955,835,1030
2005-03-07,15,944,821,1041
2005-03-07,16,963,837,1057
2005-03-07,17,985,852,1088
2005-03-07,18,1042,903,1171
2005-03-07,19,1084,933,1217
2005-03-07,20,1111,954,1177
2005-03-07,21,1039,869,1052
2005-03-07,22,1005,832,976
2005-03-07,23,1006,821,942
2005-03-08,0,1014,826,908
2005-03-08,1,979,786,881
2005-03-08,2,942,749,854
2005-03-08,3,922,730,843
2005-03-08,4,908,716,846
2005-03-08,5,892,699,852
2005-03-08,6,917,722,884
2005-03-08,7,964,767,959
2005-03-08,8,1098,890,1168
2005-03-08,9,1116,911,1221
2005-03-08,10,1073,879,1161
2005-03-08,11,1046,853,1119
2005-03-08,12,1023,835,1137
2005-03-08,13,1045,856,1140
2005-03-08,14,1042,848,1125
2005-03-08,15,1031,835,1088
2005-03-08,16,1052,853,1116
2005-03-08,17,1077,869,1132
2005-03-08,18,1139,922,1146
2005-03-08,19,1186,954,1169
2005-03-08,20,1215,977,1163
2005-03-08,21,1137,891,1069
2005-03-08,22,1101,854,990
2005-03-08,23,1101,844,996
2005-03-09,0,1109,850,1008
2005-03-09,1,1071,810,1019
2005-03-09,2,1030,773,991
2005-03-09,3,1008,754,937
2005-03-09,4,992,740,915
2005-03-09,5,974,723,908
2005-03-09,6,1000,748,939
2005-03-09,7,1050,795,1000
2005-03-09,8,1194,922,1186
2005-03-09,9,1211,945,1203
2005-03-09,10,1164,913,1117
2005-03-09,11,1133,887,1093
2005-03-09,12,1106,868,1097
2005-03-09,13,1128,890,1083
2005-03-09,14,1123,882,1043
2005-03-09,15,1109,870,1020
2005-03-09,16,1129,888,1024
2005-03-09,17,1154,905,1070
2005-03-09,18,1217,961,1142
2005-03-09,19,1263,995,1195
2005-03-09,20,1291,1018,1240
2005-03-09,21,1206,929,1166
2005-03-09,22,1164,890,1050
2005-03-09,23,1161,879,1008
2005-03-10,0,1167,886,1015
2005-03-10,1,1124,844,977
2005-03-10,2,1078,805,940
2005-03-10,3,1052,785,887
2005-03-10,4,1033,770,853
2005-03-10,5,1011,752,860
2005-03-10,6,1035,778,883
2005-03-10,7,1082,826,951
2005-03-10,8,1225,959,1167
2005-03-10,9,1239,982,1221
2005-03-10,10,1187,947,1145
2005-03-10,11,1152,920,1096
2005-03-10,12,1121,899,1065
2005-03-10,13,1139,922,1091
2005-03-10,14,1130,913,1090
2005-03-10,15,1113,899,1073
2005-03-10,16,1129,918,1100
2005-03-10,17,1149,934,1168
2005-03-10,18,1208,991,1296
2005-03-10,19,1249,1024,1286
2005-03-10,20,1273,1047,1249
2005-03-10,21,1185,954,1166
2005-03-10,22,1141,913,1097
2005-03-10,23,1134,901,1061
2005-03-11,0,1136,906,1008
2005-03-11,1,1091,863,977
2005-03-11,2,1044,822,925
2005-03-11,3,1015,800,899
2005-03-11,4,993,784,890
2005-03-11,5,970,764,887
2005-03-11,6,989,789,917
2005-03-11,7,1032,838,971
2005-03-11,8,1164,970,1194
2005-03-11,9,1174,992,1207
2005-03-11,10,1121,956,1143
2005-03-11,11,1086,927,1127
2005-03-11,12,1055,905,1078
2005-03-11,13,1069,926,1085
2005-03-11,14,1058,915,1075
2005-03-11,15,1039,900,1066
2005-03-11,16,1052,917,1110
2005-03-11,17,1069,932,1139
2005-03-11,18,1120,987,1190
2005-03-11,19,1156,1019,1222
2005-03-11,20,1176,1040,1268
2005-03-11,21,1094,946,1188
2005-03-11,22,1052,905,1102
2005-03-11,23,1044,891,1109
2005-03-12,0,1044,895,1121
2005-03-12,1,1002,850,1086
2005-03-12,2,958,809,1023
2005-03-12,3,931,787,1003
2005-03-12,4,911,770,972
2005-03-12,5,888,750,943
2005-03-12,6,906,773,950
2005-03-12,7,944,819,971
2005-03-12,8,1063,947,1049
2005-03-12,9,1072,968,1074
2005-03-12,10,1025,931,1055
2005-03-12,11,992,901,1064
2005-03-12,12,964,879,1079
2005-03-12,13,977,899,1092
2005-03-12,14,968,887,1107
2005-03-12,15,952,872,1031
2005-03-12,16,963,888,1050
2005-03-12,17,980,901,1092
2005-03-12,18,1028,954,1145
2005-03-12,19,1062,984,1183
2005-03-12,20,1081,1003,1182
2005-03-12,21,1007,912,1179
2005-03-12,22,970,871,1117
2005-03-12,23,964,858,1117
2005-03-13,0,966,861,1222
2005-03-13,1,929,818,1175
2005-03-13,2,890,777,1128
2005-03-13,3,867,756,1075
2005-03-13,4,849,739,1049
2005-03-13,5,831,719,985
2005-03-13,6,849,742,979
2005-03-13,7,886,786,985
2005-03-13,8,1000,909,993
2005-03-13,9,1011,928,1026
2005-03-13,10,969,893,1074
2005-03-13,11,941,865,1103
2005-03-13,12,917,843,1070
2005-03-13,13,932,862,1080
2005-03-13,14,926,852,1048
2005-03-13,15,913,837,1056
2005-03-13,16,927,852,1051
2005-03-13,17,945,866,1047
2005-03-13,18,995,917,1081
2005-03-13,19,1030,946,1110
2005-03-13,20,1052,965,1140
2005-03-13,21,984,878,1048
2005-03-13,22,951,839,1020
2005-03-13,23,949,827,1055
2005-03-14,0,954,831,1024
2005-03-14,1,920,790,998
2005-03-14,2,885,751,953
2005-03-14,3,865,731,903
2005-03-14,4,851,715,879
2005-03-14,5,835,697,870
2005-03-14,6,856,720,908
2005-03-14,7,896,763,956
2005-03-14,8,1014,884,1187
2005-03-14,9,1028,904,1185
2005-03-14,10,989,870,1152
2005-03-14,11,964,844,1148
2005-03-14,12,942,824,1083
2005-03-14,13,961,844,1118
2005-03-14,14,958,835,1074
2005-03-14,15,947,821,1085
2005-03-14,16,965,837,1103
2005-03-14,17,987,852,1135
2005-03-14,18,1041,903,1221
2005-03-14,19,1081,933,1269
2005-03-14,20,1107,954,1228
2005-03-14,21,1039,869,1098
2005-03-14,22,1007,832,1018
2005-03-14,23,1007,821,983
2005-03-15,0,1015,826,932
2005-03-15,1,982,786,904
2005-03-15,2,946,749,876
2005-03-15,3,927,730,865
2005-03-15,4,914,716,868
2005-03-15,5,899,699,874
2005-03-15,6,923,722,907
2005-03-15,7,968,767,983
2005-03-15,8,1096,890,1198
2005-03-15,9,1114,911,1253
2005-03-15,10,1073,879,1191
2005-03-15,11,1048,853,1148
2005-03-15,12,1026,835,1167
2005-03-15,13,1047,856,1170
2005-03-15,14,1044,848,1155
2005-03-15,15,1034,835,1116
2005-03-15,16,1054,853,1145
2005-03-15,17,1079,869,1162
2005-03-15,18,1138,922,1175
2005-03-15,19,1182,954,1199
2005-03-15,20,1211,977,1193
2005-03-15,21,1137,891,1096
2005-03-15,22,1102,854,1016
2005-03-15,23,1102,844,1022
2005-03-16,0,1110,850,1016
2005-03-16,1,1074,810,1028
2005-03-16,2,1035,773,999
2005-03-16,3,1014,754,945
2005-03-16,4,999,740,923
2005-03-16,5,982,723,915
2005-03-16,6,1007,748,946
2005-03-16,7,1055,795,1008
2005-03-16,8,1192,922,1195
2005-03-16,9,1209,945,1213
2005-03-16,10,1164,913,1126
2005-03-16,11,1135,887,1102
2005-03-16,12,1109,868,1106
2005-03-16,13,1130,890,1091
2005-03-16,14,1125,882,1051
2005-03-16,15,1112,870,1028
2005-03-16,16,1131,888,1032
2005-03-16,17,1155,905,1079
2005-03-16,18,1215,961,1151
2005-03-16,19,1259,995,1205
2005-03-16,20,1286,1018,1250
2005-03-16,21,1205,929,1175
2005-03-16,22,1165,890,1059
2005-03-16,23,1163,879,1017
2005-03-17,0,1168,886,1013
2005-03-17,1,1127,844,975
2005-03-17,2,1083,805,938
2005-03-17,3,1058,785,886
2005-03-17,4,1039,770,852
2005-03-17,5,1019,752,858
2005-03-17,6,1041,778,881
2005-03-17,7,1087,826,949
2005-03-17,8,1224,959,1165
2005-03-17,9,1237,982,1219
2005-03-17,10,1187,947,1143
2005-03-17,11,1154,920,1094
2005-03-17,12,1124,899,1063
2005-03-17,13,1141,922,1089
2005-03-17,14,1133,913,1088
2005-03-17,15,1116,899,1071
2005-03-17,16,1131,918,1098
2005-03-17,17,1151,934,1166
2005-03-17,18,1206,991,1294
2005-03-17,19,1245,1024,1284
2005-03-17,20,1268,1047,1246
2005-03-17,21,1184,954,1164
2005-03-17,22,1142,913,1095
2005-03-17,23,1135,901,1059
2005-03-18,0,1137,906,1005
2005-03-18,1,1094,863,973
2005-03-18,2,1048,822,922
2005-03-18,3,1021,800,896
2005-03-18,4,1000,784,887
2005-03-18,5,977,764,884
2005-03-18,6,996,789,913
2005-03-18,7,1036,838,968
2005-03-18,8,1162,970,1190
2005-03-18,9,1171,992,1203
2005-03-18,10,1122,956,1139
2005-03-18,11,1087,927,1123
2005-03-18,12,1057,905,1074
2005-03-18,13,1070,926,1081
2005-03-18,14,1060,915,1071
2005-03-18,15,1042,900,1062
2005-03-18,16,1054,917,1107
2005-03-18,17,1070,932,1135
2005-03-18,18,1119,987,1186
2005-03-18,19,1153,1019,1218
2005-03-18,20,1171,1040,1263
2005-03-18,21,1093,946,1184
2005-03-18,22,1052,905,1098
2005-03-18,23,1045,891,1105
2005-03-19,0,1045,895,1120
2005-03-19,1,1005,850,1085
2005-03-19,2,962,809,1022
2005-03-19,3,936,787,1003
2005-03-19,4,916,770,971
2005-03-19,5,895,750,942
2005-03-19,6,911,773,949
2005-03-19,7,948,819,971
2005-03-19,8,1062,947,1048
2005-03-19,9,1070,968,1073
2005-03-19,10,1025,931,1054
2005-03-19,11,994,901,1063
2005-03-19,12,967,879,1078
2005-03-19,13,979,899,1091
2005-03-19,14,970,887,1106
2005-03-19,15,954,872,1030
2005-03-19,16,965,888,1050
2005-03-19,17,981,901,1092
2005-03-19,18,1026,954,1144
2005-03-19,19,1058,984,1182
2005-03-19,20,1077,1003,1181
2005-03-19,21,1006,912,1178
2005-03-19,22,971,871,1116
2005-03-19,23,965,858,1116
2005-03-20,0,967,861,1224
2005-03-20,1,931,818,1177
2005-03-20,2,894,777,1130
2005-03-20,3,871,756,1077
2005-03-20,4,855,739,1050
2005-03-20,5,837,719,987
2005-03-20,6,854,742,981
2005-03-20,7,890,786,987
2005-03-20,8,999,909,995
2005-03-20,9,1009,928,1028
2005-03-20,10,969,893,1076
2005-03-20,11,942,865,1105
2005-03-20,12,919,843,1072
2005-03-20,13,934,862,1082
2005-03-20,14,928,852,1049
2005-03-20,15,915,837,1058
2005-03-20,16,929,852,1053
2005-03-20,17,946,866,1049
2005-03-20,18,993,917,1083
2005-03-20,19,1027,946,1112
2005-03-20,20,1048,965,1142
2005-03-20,21,983,878,1050
2005-03-20,22,952,839,1022
2005-03-20,23,950,827,1057
2005-03-21,0,955,831,1026
2005-03-21,1,923,790,1000
2005-03-21,2,889,751,955
2005-03-21,3,870,731,905
2005-03-21,4,856,715,881
2005-03-21,5,841,697,872
2005-03-21,6,861,720,910
2005-03-21,7,900,763,959
2005-03-21,8,1013,884,1190
2005-03-21,9,1026,904,1188
2005-03-21,10,989,870,1155
2005-03-21,11,965,844,1151
2005-03-21,12,945,824,1086
2005-03-21,13,962,844,1121
2005-03-21,14,959,835,1077
2005-03-21,15,950,821,1088
2005-03-21,16,967,837,1106
2005-03-21,17,988,852,1138
2005-03-21,18,1040,903,1224
2005-03-21,19,1078,933,1273
2005-03-21,20,1103,954,1231
2005-03-21,21,1038,869,1100
2005-03-21,22,1007,832,1020
2005-03-21,23,1008,821,985
2005-03-22,0,1016,826,933
2005-03-22,1,984,786,905
2005-03-22,2,950,749,877
2005-03-22,3,932,730,866
2005-03-22,4,920,716,869
2005-03-22,5,906,699,875
2005-03-22,6,929,722,908
2005-03-22,7,972,767,985
2005-03-22,8,1095,890,1200
2005-03-22,9,1112,911,1254
2005-03-22,10,1073,879,1193
2005-03-22,11,1049,853,1149
2005-03-22,12,1028,835,1168
2005-03-22,13,1049,856,1171
2005-03-22,14,1046,848,1156
2005-03-22,15,1037,835,1118
2005-03-22,16,1056,853,1146
2005-03-22,17,1080,869,1163
2005-03-22,18,1137,922,1177
2005-03-22,19,1179,954,1201
2005-03-22,20,1206,977,1194
2005-03-22,21,1136,891,1098
2005-03-22,22,1103,854,1017
2005-03-22,23,1103,844,1023
2005-03-23,0,1111,850,1016
2005-03-23,1,1077,810,1027
2005-03-23,2,1040,773,999
2005-03-23,3,1020,754,945
2005-03-23,4,1005,740,923
2005-03-23,5,989,723,915
2005-03-23,6,1013,748,946
2005-03-23,7,1059,795,1008
2005-03-23,8,1191,922,1195
2005-03-23,9,1207,945,1213
2005-03-23,10,1164,913,1126
2005-03-23,11,1136,887,1102
2005-03-23,12,1112,868,1105
2005-03-23,13,1132,890,1091
2005-03-23,14,1128,882,1051
2005-03-23,15,1115,870,1028
2005-03-23,16,1133,888,1032
2005-03-23,17,1156,905,1079
2005-03-23,18,1214,961,1151
2005-03-23,19,1256,995,1205
2005-03-23,20,1281,1018,1249
2005-03-23,21,1204,929,1175
2005-03-23,22,1166,890,1058
2005-03-23,23,1164,879,1016
2005-03-24,0,1169,886,1012
2005-03-24,1,1130,844,974
2005-03-24,2,1088,805,937
2005-03-24,3,1064,785,885
2005-03-24,4,1046,770,851
2005-03-24,5,1026,752,857
2005-03-24,6,1048,778,881
2005-03-24,7,1091,826,948
2005-03-24,8,1222,959,1164
2005-03-24,9,1235,982,1218
2005-03-24,10,1187,947,1142
2005-03-24,11,1155,920,1093
2005-03-24,12,1127,899,1062
2005-03-24,13,1143,922,1088
2005-03-24,14,1135,913,1087
2005-03-24,15,1119,899,1070
2005-03-24,16,1133,918,1097
2005-03-24,17,1152,934,1165
2005-03-24,18,1205,991,1292
2005-03-24,19,1242,1024,1282
2005-03-24,20,1263,1047,1245
2005-03-24,21,1184,954,1163
2005-03-24,22,1143,913,1094
2005-03-24,23,1137,901,1058
2005-03-25,0,1138,906,1004
2005-03-25,1,1097,863,973
2005-03-25,2,1053,822,922
2005-03-25,3,1026,800,895
2005-03-25,4,1006,784,886
2005-03-25,5,984,764,884
2005-03-25,6,1002,789,913
2005-03-25,7,1040,838,967
2005-03-25,8,1161,970,1190
2005-03-25,9,1169,992,1202
2005-03-25,10,1122,956,1138
2005-03-25,11,1089,927,1122
2005-03-25,12,1060,905,1073
2005-03-25,13,1072,926,1080
2005-03-25,14,1062,915,1071
2005-03-25,15,1045,900,1062
2005-03-25,16,1056,917,1106
2005-03-25,17,1071,932,1134
2005-03-25,18,1118,987,1185
2005-03-25,19,1150,1019,1217
2005-03-25,20,1167,1040,1262
2005-03-25,21,1092,946,1183
2005-03-25,22,1053,905,1097
2005-03-25,23,1046,891,1104
2005-03-26,0,1046,895,1121
2005-03-26,1,1007,850,1086
2005-03-26,2,966,809,1022
2005-03-26,3,941,787,1003
2005-03-26,4,922,770,971
2005-03-26,5,901,750,942
2005-03-26,6,917,773,949
2005-03-26,7,952,819,971
2005-03-26,8,1060,947,1048
2005-03-26,9,1068,968,1073
2005-03-26,10,1025,931,1055
2005-03-26,11,995,901,1064
2005-03-26,12,969,879,1078
2005-03-26,13,981,899,1091
2005-03-26,14,972,887,1107
2005-03-26,15,957,872,1031
2005-03-26,16,967,888,1050
2005-03-26,17,982,901,1092
2005-03-26,18,1025,954,1145
2005-03-26,19,1056,984,1183
2005-03-26,20,1073,1003,1182
2005-03-26,21,1006,912,1178
2005-03-26,22,971,871,1116
2005-03-26,23,966,858,1116
2005-03-27,0,980,861,1226
2005-03-27,1,945,818,1179
2005-03-27,2,909,777,1131
2005-03-27,3,887,756,1079
2005-03-27,4,871,739,1052
2005-03-27,5,853,719,988
2005-03-27,6,870,742,982
2005-03-27,7,905,786,988
2005-03-27,8,1010,909,996
2005-03-27,9,1020,928,1029
2005-03-27,10,981,893,1077
2005-03-27,11,955,865,1107
2005-03-27,12,933,843,1073
2005-03-27,13,947,862,1083
2005-03-27,14,941,852,1051
2005-03-27,15,929,837,1059
2005-03-27,16,942,852,1054
2005-03-27,17,959,866,1051
2005-03-27,18,1005,917,1084
2005-03-27,19,1037,946,1114
2005-03-27,20,1057,965,1143
2005-03-27,21,995,878,1052
2005-03-27,22,965,839,1023
2005-03-27,23,963,827,1058
2005-03-28,0,967,831,1028
2005-03-28,1,936,790,1002
2005-03-28,2,904,751,957
2005-03-28,3,885,731,907
2005-03-28,4,872,715,883
2005-03-28,5,857,697,874
2005-03-28,6,877,720,912
2005-03-28,7,915,763,960
2005-03-28,8,1024,884,1192
2005-03-28,9,1037,904,1190
2005-03-28,10,1001,870,1156
2005-03-28,11,979,844,1153
2005-03-28,12,959,824,1088
2005-03-28,13,976,844,1123
2005-03-28,14,973,835,1079
2005-03-28,15,964,821,1090
2005-03-28,16,981,837,1107
2005-03-28,17,1001,852,1140
2005-03-28,18,1051,903,1226
2005-03-28,19,1089,933,1275
2005-03-28,20,1113,954,1233
2005-03-28,21,1050,869,1102
2005-03-28,22,1021,832,1022
2005-03-28,23,1022,821,987
2005-03-29,0,1016,826,935
2005-03-29,1,987,786,907
2005-03-29,2,954,749,879
2005-03-29,3,937,730,868
2005-03-29,4,926,716,871
2005-03-29,5,912,699,877
2005-03-29,6,934,722,910
2005-03-29,7,976,767,986
2005-03-29,8,1094,890,1202
2005-03-29,9,1110,911,1256
2005-03-29,10,1073,879,1195
2005-03-29,11,1050,853,1151
2005-03-29,12,1031,835,1170
2005-03-29,13,1050,856,1173
2005-03-29,14,1048,848,1158
2005-03-29,15,1040,835,1120
2005-03-29,16,1058,853,1148
2005-03-29,17,1081,869,1165
2005-03-29,18,1135,922,1179
2005-03-29,19,1176,954,1203
2005-03-29,20,1202,977,1196
2005-03-29,21,1135,891,1100
2005-03-29,22,1104,854,1019
2005-03-29,23,1104,844,1025
2005-03-30,0,1112,850,1018
2005-03-30,1,1080,810,1029
2005-03-30,2,1044,773,1001
2005-03-30,3,1025,754,946
2005-03-30,4,1011,740,924
2005-03-30,5,996,723,917
2005-03-30,6,1019,748,948
2005-03-30,7,1063,795,1009
2005-03-30,8,1189,922,1197
2005-03-30,9,1205,945,1215
2005-03-30,10,1164,913,1128
2005-03-30,11,1138,887,1103
2005-03-30,12,1115,868,1107
2005-03-30,13,1134,890,1093
2005-03-30,14,1130,882,1053
2005-03-30,15,1118,870,1030
2005-03-30,16,1135,888,1034
2005-03-30,17,1157,905,1080
2005-03-30,18,1212,961,1153
2005-03-30,19,1252,995,1207
2005-03-30,20,1277,1018,1251
2005-03-30,21,1203,929,1177
2005-03-30,22,1167,890,1060
2005-03-30,23,1165,879,1018
2005-03-31,0,1170,886,1014
2005-03-31,1,1133,844,976
2005-03-31,2,1093,805,938
2005-03-31,3,1069,785,886
2005-03-31,4,1052,770,852
2005-03-31,5,1033,752,859
2005-03-31,6,1054,778,882
2005-03-31,7,1096,826,950
2005-03-31,8,1220,959,1165
2005-03-31,9,1232,982,1220
2005-03-31,10,1187,947,1143
2005-03-31,11,1157,920,1094
2005-03-31,12,1130,899,1064
2005-03-31,13,1145,922,1089
2005-03-31,14,1137,913,1088
2005-03-31,15,1122,899,1072
2005-03-31,16,1135,918,1098
2005-03-31,17,1153,934,1166
2005-03-31,18,1203,991,1294
2005-03-31,19,1239,1024,1284
2005-03-31,20,1259,1047,1247
2005-03-31,21,1183,954,1165
2005-03-31,22,1144,913,1096
2005-03-31,23,1138,901,1060
